page_len,page_touched,page_random
2489,20160629205806,0.300261603883
5298,20160712213917,0.300262599772
26404,20160716124213,0.300263246800996
4683,20160714121644,0.300263426721
3767,20160716115355,0.30026361395
500,20160704191912,0.300263726992
1726,20160704191912,0.300264067807
3730,20160630040620,0.300264384133
2665,20160717215702,0.300265266843
6202,20160717221757,0.30026545656
69718,20160717123642,0.30026574862
1087,20160714214136,0.300266301555
4987,20160708234419,0.300266410755
148926,20160717124851,0.300266540888945
2338,20160704191912,0.300266628906
3142,20160716164728,0.300266637161
2345,20160718074514,0.300266798256
50193,20160714123551,0.300267482397
2693,20160717141551,0.300267695369
1517,20160704031738,0.300267820311
8802,20160717062124,0.300268372492
12700,20160711002752,0.300268497665
19115,20160717072955,0.30026883506228996
1372,20160709224038,0.300269269958
653,20160701164605,0.30026946743
3347,20160710181330,0.300269572737
13426,20160712235751,0.300269703464
4355,20160717075354,0.300269884702
7419,20160711140201,0.300270131865
2881,20160714201011,0.300270543605
1337,20160717114713,0.300270771635
1210,20160715215829,0.300270930586
3478,20160712094830,0.300271449772
1774,20160708075643,0.300271963873
4641,20160718140131,0.300271983047
8200,20160712235751,0.300272000074
6496,20160714073813,0.300273518194
1392,20160629205806,0.300273639474
2335,20160712174346,0.300273780179
23105,20160713160356,0.30027403005
3370,20160712213917,0.300274210345
4288,20160713160356,0.300274666759
2435,20160713160356,0.300274806231
3624,20160709024557,0.300274985808
44070,20160711092111,0.300275282372
9328,20160708223613,0.300275703323
2150,20160717130606,0.300275771933
3619,20160708222718,0.300276124281
21942,20160713020743,0.300276406005
565,20160704232103,0.300276429512
22018,20160716114127,0.300276769715
1845,20160716122725,0.300277909263
1531,20160711213208,0.300278063032
1742,20160704191912,0.300278894196
3527,20160717162226,0.300278953893
1864,20160717215729,0.300279736285
13581,20160712173706,0.300280062619
1856,20160717113648,0.300280242164
7388,20160711151706,0.300280562848
1574,20160708211352,0.300280669518
26282,20160716090811,0.30028075659673703
5966,20160704163201,0.300280788482
3259,20160705221752,0.300280811212
3680,20160701151739,0.300280911907
15621,20160717092056,0.300280990219
248345,20160718151706,0.300281076388
5431,20160708233925,0.300281339199
1623,20160712213917,0.300281506356
2258,20160630172230,0.300281899634
1643,20160716081059,0.300282013757
2839,20160718084350,0.300282532871
3508,20160717183209,0.300283235919
2189,20160712090905,0.300283509924
1703,20160718033318,0.300283969546
18479,20160708232343,0.300284023236
14259,20160708235117,0.300284314406
19713,20160718063418,0.300284603285
2127,20160629231142,0.300284765265
13507,20160716212658,0.30028510573333
24731,20160712040731,0.300285222934
10861,20160711015732,0.300285259413
1095,20160708223654,0.300286017909
4105,20160716012028,0.300286261335
4264,20160704194355,0.300286380639
10321,20160628173002,0.300287435926
22984,20160710061449,0.300287602989
5866,20160712213917,0.300288236942
4631,20160715231411,0.300288361949
2408,20160711090400,0.30028882766
29001,20160710171304,0.300289084546
1292,20160707124620,0.300289114841
16926,20160718062839,0.30028979102
2157,20160701124732,0.300289953505
1871,20160703064912,0.300290002088
6466,20160714140623,0.300290065431
1389,20160704191912,0.300290094171
30627,20160717103043,0.300290159692
5063,20160717043137,0.300290962355
2520,20160717063042,0.300291194359
1350,20160704163201,0.300291397461
18245,20160712213917,0.300292389894
1445,20160629205806,0.30029246898
2670,20160707034924,0.300292666304
12517,20160717194528,0.300293321062
1512,20160629205806,0.300294624802
13724,20160717211644,0.300294858718
2008,20160704163201,0.30029547155
4054,20160704163201,0.300295680992
1443,20160629231142,0.300296068161
2640,20160717072656,0.3002963770648
7879,20160717221756,0.300296638184
2609,20160628083910,0.300297056325
1926,20160712235751,0.300297234347
2073,20160715074432,0.300297311307
3657,20160701035010,0.300297690637
3829,20160716032714,0.300298479742
3298,20160712235751,0.300298743339
9267,20160717170213,0.300299541179
1346,20160704191912,0.300301097691
23600,20160710181651,0.300302209215
4400,20160703064912,0.300302454879
6385,20160717100308,0.300303018931582
10787,20160718011024,0.300303184982
22805,20160717092255,0.300303223683
7497,20160718112204,0.300303330262
10046,20160703064912,0.300303393259
6247,20160710001845,0.300303484885
8023,20160704194350,0.300303753928
895,20160701001953,0.300304096217
6082,20160629003426,0.30030458952
